Loan_ID;Gender;Education;Self_Employed;Credit_History;Married;Dependents;Property_Area;ApplicantIncome;CoapplicantIncome;LoanAmount;Loan_Amount_Term;Loan_Status
LP002194;Female;True;True;True;False;0;Semiurban;15759;0.0;55.0;360.0;True
LP002197;Male;True;False;True;True;2;Semiurban;5185;0.0;155.0;360.0;True
LP002201;Male;True;True;True;True;2;Rural;9323;7873.0;380.0;300.0;True
LP002205;Male;True;False;False;False;1;Urban;3062;1987.0;111.0;180.0;False
LP002209;Female;True;;True;False;0;Urban;2764;1459.0;110.0;360.0;True
LP002211;Male;True;False;True;True;0;Urban;4817;923.0;120.0;180.0;True
LP002219;Male;True;False;True;True;3+;Rural;8750;4996.0;130.0;360.0;True
LP002223;Male;True;False;;True;0;Semiurban;4310;0.0;130.0;360.0;True
LP002224;Male;True;False;True;False;0;Urban;3069;0.0;71.0;480.0;False
LP002225;Male;True;False;True;True;2;Urban;5391;0.0;130.0;360.0;True
LP002226;Male;True;;True;True;0;Semiurban;3333;2500.0;128.0;360.0;True
LP002229;Male;True;False;True;False;0;Semiurban;5941;4232.0;296.0;360.0;True
LP002231;Female;True;False;True;False;0;Urban;6000;0.0;156.0;360.0;True
LP002234;Male;True;True;True;False;0;Urban;7167;0.0;128.0;360.0;True
LP002236;Male;True;False;True;True;2;Urban;4566;0.0;100.0;360.0;False
LP002237;Male;True;;True;False;1;Urban;3667;0.0;113.0;180.0;True
LP002239;Male;False;False;True;False;0;Semiurban;2346;1600.0;132.0;360.0;True
LP002244;Male;True;False;True;True;0;Urban;2333;2417.0;136.0;360.0;True
LP002250;Male;True;False;True;True;0;Rural;5488;0.0;125.0;360.0;True
LP002255;Male;True;False;True;False;3+;Rural;9167;0.0;185.0;360.0;True
LP002262;Male;True;False;True;True;3+;Rural;9504;0.0;275.0;360.0;True
LP002263;Male;True;False;;True;0;Urban;2583;2115.0;120.0;360.0;True
LP002265;Male;False;False;True;True;2;Semiurban;1993;1625.0;113.0;180.0;True
LP002266;Male;True;False;True;True;2;Urban;3100;1400.0;113.0;360.0;True
LP002272;Male;True;False;;True;2;Semiurban;3276;484.0;135.0;360.0;True
LP002277;Female;True;False;False;False;0;Urban;3180;0.0;71.0;360.0;False
LP002281;Male;True;False;True;True;0;Urban;3033;1459.0;95.0;360.0;True
LP002284;Male;False;False;True;False;0;Rural;3902;1666.0;109.0;360.0;True
LP002287;Female;True;False;False;False;0;Semiurban;1500;1800.0;103.0;360.0;False
LP002288;Male;False;False;False;True;2;Urban;2889;0.0;45.0;180.0;False
LP002296;Male;False;False;True;False;0;Rural;2755;0.0;65.0;300.0;False
LP002297;Male;True;False;True;False;0;Semiurban;2500;20000.0;103.0;360.0;True
LP002300;Female;False;False;True;False;0;Semiurban;1963;0.0;53.0;360.0;True
LP002301;Female;True;True;True;False;0;Rural;7441;0.0;194.0;360.0;False
LP002305;Female;True;False;True;False;0;Semiurban;4547;0.0;115.0;360.0;True
LP002308;Male;False;False;True;True;0;Urban;2167;2400.0;115.0;360.0;True
LP002314;Female;False;False;True;False;0;Rural;2213;0.0;66.0;360.0;True
LP002315;Male;True;False;False;True;1;Semiurban;8300;0.0;152.0;300.0;False
LP002317;Male;True;False;False;True;3+;Rural;81000;0.0;360.0;360.0;False
LP002318;Female;False;True;True;False;1;Semiurban;3867;0.0;62.0;360.0;False
LP002319;Male;True;;;True;0;Urban;6256;0.0;160.0;360.0;True
LP002328;Male;False;False;False;True;0;Rural;6096;0.0;218.0;360.0;False
LP002332;Male;False;False;True;True;0;Rural;2253;2033.0;110.0;360.0;True
LP002335;Female;False;False;False;True;0;Semiurban;2149;3237.0;178.0;360.0;False
LP002337;Female;True;False;True;False;0;Urban;2995;0.0;60.0;360.0;True
LP002341;Female;True;False;True;False;1;Urban;2600;0.0;160.0;360.0;False
LP002342;Male;True;True;True;True;2;Urban;1600;20000.0;239.0;360.0;False
LP002345;Male;True;False;True;True;0;Rural;1025;2773.0;112.0;360.0;True
LP002347;Male;True;False;True;True;0;Semiurban;3246;1417.0;138.0;360.0;True
LP002348;Male;True;False;True;True;0;Rural;5829;0.0;138.0;360.0;True
LP002361;Male;True;False;True;True;0;Urban;1820;1719.0;100.0;360.0;True
LP002364;Male;True;False;True;True;0;Semiurban;14880;0.0;96.0;360.0;True
LP002366;Male;True;False;True;True;0;Rural;2666;4300.0;121.0;360.0;True
LP002367;Female;False;False;True;False;1;Rural;4606;0.0;81.0;360.0;False
LP002368;Male;True;False;True;True;2;Semiurban;5935;0.0;133.0;360.0;True
LP002369;Male;True;False;True;True;0;Rural;2920;16.12000084;87.0;360.0;True
LP002370;Male;False;False;True;False;0;Urban;2717;0.0;60.0;180.0;True
LP002377;Female;True;True;True;False;1;Semiurban;8624;0.0;150.0;360.0;True
LP002379;Male;True;False;False;False;0;Rural;6500;0.0;105.0;360.0;False
LP002386;Male;True;;True;False;0;Semiurban;12876;0.0;405.0;360.0;True
LP002387;Male;True;False;True;True;0;Semiurban;2425;2340.0;143.0;360.0;True
LP002390;Male;True;False;True;False;0;Urban;3750;0.0;100.0;360.0;True
LP002398;Male;True;False;True;False;0;Semiurban;1926;1851.0;50.0;360.0;True
LP002403;Male;True;True;False;False;0;Urban;10416;0.0;187.0;360.0;False
LP002407;Female;False;True;True;True;0;Rural;7142;0.0;138.0;360.0;True
LP002408;Male;True;False;True;False;0;Semiurban;3660;5064.0;187.0;360.0;True
LP002409;Male;True;False;True;True;0;Rural;7901;1833.0;180.0;360.0;True
LP002418;Male;False;False;True;False;3+;Semiurban;4707;1993.0;148.0;360.0;True
LP002422;Male;True;False;True;False;1;Semiurban;37719;0.0;152.0;360.0;True
LP002424;Male;True;False;;True;0;Rural;7333;8333.0;175.0;300.0;True
LP002429;Male;True;True;True;True;1;Rural;3466;1210.0;130.0;360.0;True
LP002434;Male;False;False;True;True;2;Rural;4652;0.0;110.0;360.0;True
LP002435;Male;True;;True;True;0;Rural;3539;1376.0;55.0;360.0;False
LP002443;Male;True;False;False;True;2;Rural;3340;1710.0;150.0;360.0;False
LP002444;Male;False;True;;False;1;Semiurban;2769;1542.0;190.0;360.0;False
LP002446;Male;False;False;False;True;2;Rural;2309;1255.0;125.0;360.0;False
LP002447;Male;False;False;;True;2;Urban;1958;1456.0;60.0;300.0;True
LP002448;Male;True;False;False;True;0;Rural;3948;1733.0;149.0;360.0;False
LP002449;Male;True;False;False;True;0;Rural;2483;2466.0;90.0;180.0;True
LP002453;Male;True;True;True;False;0;Semiurban;7085;0.0;84.0;360.0;True
LP002455;Male;True;False;True;True;2;Semiurban;3859;0.0;96.0;360.0;True
LP002459;Male;True;False;True;True;0;Urban;4301;0.0;118.0;360.0;True
LP002467;Male;True;False;True;True;0;Urban;3708;2569.0;173.0;360.0;False
LP002472;Male;True;False;True;False;2;Rural;4354;0.0;136.0;360.0;True
LP002473;Male;True;False;True;True;0;Semiurban;8334;0.0;160.0;360.0;False
LP002478;;True;True;;True;0;Semiurban;2083;4083.0;160.0;360.0;True
LP002484;Male;True;False;True;True;3+;Urban;7740;0.0;128.0;180.0;True
LP002487;Male;True;False;True;True;0;Rural;3015;2188.0;153.0;360.0;True
LP002489;Female;False;;True;False;1;Semiurban;5191;0.0;132.0;360.0;True
LP002493;Male;True;False;False;False;0;Semiurban;4166;0.0;98.0;360.0;False
LP002494;Male;True;False;True;False;0;Rural;6000;0.0;140.0;360.0;True
LP002500;Male;False;False;False;True;3+;Urban;2947;1664.0;70.0;180.0;False
LP002501;;True;False;True;True;0;Semiurban;16692;0.0;110.0;360.0;True
LP002502;Female;False;;True;True;2;Semiurban;210;2917.0;98.0;360.0;True
LP002505;Male;True;False;True;True;0;Urban;4333;2451.0;110.0;360.0;False
LP002515;Male;True;True;True;True;1;Semiurban;3450;2079.0;162.0;360.0;True
LP002517;Male;False;False;False;True;1;Rural;2653;1500.0;113.0;180.0;False
LP002519;Male;True;False;True;True;3+;Semiurban;4691;0.0;100.0;360.0;True
LP002522;Female;True;True;;False;0;Urban;2500;0.0;93.0;360.0;True
LP002524;Male;True;False;True;False;2;Rural;5532;4648.0;162.0;360.0;True
LP002527;Male;True;True;True;True;2;Rural;16525;1014.0;150.0;360.0;True
LP002529;Male;True;False;True;True;2;Semiurban;6700;1750.0;230.0;300.0;True
LP002530;;True;False;False;True;2;Semiurban;2873;1872.0;132.0;360.0;False
LP002531;Male;True;True;True;True;1;Semiurban;16667;2250.0;86.0;360.0;True
LP002534;Female;False;False;True;False;0;Rural;4350;0.0;154.0;360.0;True
LP002536;Male;False;False;True;True;3+;Rural;3095;0.0;113.0;360.0;True
LP002537;Male;True;False;True;True;0;Semiurban;2083;3150.0;128.0;360.0;True
LP002541;Male;True;False;True;True;0;Semiurban;10833;0.0;234.0;360.0;True
LP002543;Male;True;False;True;True;2;Semiurban;8333;0.0;246.0;360.0;True
LP002544;Male;False;False;True;True;1;Rural;1958;2436.0;131.0;360.0;True
LP002545;Male;True;False;False;False;2;Rural;3547;0.0;80.0;360.0;False
LP002547;Male;True;False;True;True;1;Urban;18333;0.0;500.0;360.0;False
LP002555;Male;True;True;True;True;2;Semiurban;4583;2083.0;160.0;360.0;True
LP002556;Male;True;False;True;False;0;Urban;2435;0.0;75.0;360.0;False
LP002560;Male;False;False;;False;0;Semiurban;2699;2785.0;96.0;360.0;True
LP002562;Male;False;False;;True;1;Urban;5333;1131.0;186.0;360.0;True
LP002571;Male;False;False;True;False;0;Rural;3691;0.0;110.0;360.0;True
LP002582;Female;False;True;True;False;0;Semiurban;17263;0.0;225.0;360.0;True
LP002585;Male;True;False;False;True;0;Rural;3597;2157.0;119.0;360.0;False
LP002586;Female;True;False;True;True;1;Semiurban;3326;913.0;105.0;84.0;True
LP002587;Male;False;False;True;True;0;Rural;2600;1700.0;107.0;360.0;True
LP002588;Male;True;False;;True;0;Urban;4625;2857.0;111.0;12.0;True
LP002600;Male;True;True;True;True;1;Semiurban;2895;0.0;95.0;360.0;True
LP002602;Male;True;False;False;False;0;Rural;6283;4416.0;209.0;360.0;False
LP002603;Female;True;False;True;False;0;Rural;645;3683.0;113.0;480.0;True
LP002606;Female;True;False;True;False;0;Semiurban;3159;0.0;100.0;360.0;True
LP002615;Male;True;False;True;True;2;Semiurban;4865;5624.0;208.0;360.0;True
LP002618;Male;False;False;;True;1;Rural;4050;5302.0;138.0;360.0;False
LP002619;Male;False;False;True;True;0;Semiurban;3814;1483.0;124.0;300.0;True
LP002622;Male;True;False;True;True;2;Rural;3510;4416.0;243.0;360.0;True
LP002624;Male;True;False;;True;0;Urban;20833;6667.0;480.0;360.0;True
LP002625;;True;False;True;False;0;Urban;3583;0.0;96.0;360.0;False
LP002626;Male;True;True;True;True;0;Urban;2479;3013.0;188.0;360.0;True
LP002634;Female;True;False;True;False;1;Urban;13262;0.0;40.0;360.0;True
LP002637;Male;False;False;True;False;0;Rural;3598;1287.0;100.0;360.0;False
LP002640;Male;True;False;True;True;1;Semiurban;6065;2004.0;250.0;360.0;True
LP002643;Male;True;False;True;True;2;Urban;3283;2035.0;148.0;360.0;True
LP002648;Male;True;False;True;True;0;Semiurban;2130;6666.0;70.0;180.0;False
LP002652;Male;True;False;True;False;0;Rural;5815;3666.0;311.0;360.0;False
LP002659;Male;True;False;True;True;3+;Rural;3466;3428.0;150.0;360.0;True
LP002670;Female;True;False;True;True;2;Semiurban;2031;1632.0;113.0;480.0;True
LP002682;Male;False;False;False;True;;Semiurban;3074;1800.0;123.0;360.0;False
LP002683;Male;True;False;True;False;0;Semiurban;4683;1915.0;185.0;360.0;False
LP002684;Female;False;False;True;False;0;Rural;3400;0.0;95.0;360.0;False
LP002689;Male;False;False;True;True;2;Semiurban;2192;1742.0;45.0;360.0;True
LP002690;Male;True;False;True;False;0;Semiurban;2500;0.0;55.0;360.0;True
LP002692;Male;True;True;True;True;3+;Rural;5677;1424.0;100.0;360.0;True
LP002693;Male;True;True;True;True;2;Rural;7948;7166.0;480.0;360.0;True
LP002699;Male;True;True;True;True;2;Rural;17500;0.0;400.0;360.0;True
LP002705;Male;True;False;True;True;0;Semiurban;3775;0.0;110.0;360.0;True
LP002706;Male;False;False;False;True;1;Semiurban;5285;1430.0;161.0;360.0;True
LP002714;Male;False;False;True;False;1;Semiurban;2679;1302.0;94.0;360.0;True
LP002716;Male;False;False;True;False;0;Semiurban;6783;0.0;130.0;360.0;True
LP002717;Male;True;False;;True;0;Rural;1025;5500.0;216.0;360.0;True
LP002720;Male;True;False;True;True;3+;Urban;4281;0.0;100.0;360.0;True
LP002723;Male;True;False;False;False;2;Rural;3588;0.0;110.0;360.0;False
LP002729;Male;True;False;;False;1;Semiurban;11250;0.0;196.0;360.0;False
LP002731;Female;False;True;True;False;0;Urban;18165;0.0;125.0;360.0;True
LP002732;Male;False;;True;False;0;Rural;2550;2042.0;126.0;360.0;True
LP002734;Male;True;False;True;True;0;Urban;6133;3906.0;324.0;360.0;True
LP002738;Male;True;False;True;False;2;Semiurban;3617;0.0;107.0;360.0;True
LP002739;Male;False;False;True;True;0;Rural;2917;536.0;66.0;360.0;False
LP002740;Male;True;False;True;True;3+;Rural;6417;0.0;157.0;180.0;True
LP002741;Female;True;False;True;True;1;Semiurban;4608;2845.0;140.0;180.0;True
LP002743;Female;True;False;False;False;0;Semiurban;2138;0.0;99.0;360.0;False
LP002753;Female;True;;True;False;1;Semiurban;3652;0.0;95.0;360.0;True
LP002755;Male;False;False;True;True;1;Urban;2239;2524.0;128.0;360.0;True
LP002757;Female;False;False;;True;0;Semiurban;3017;663.0;102.0;360.0;True
LP002767;Male;True;False;True;True;0;Rural;2768;1950.0;155.0;360.0;True
LP002768;Male;False;False;True;False;0;Semiurban;3358;0.0;80.0;36.0;False
LP002772;Male;True;False;True;False;0;Rural;2526;1783.0;145.0;360.0;True
LP002776;Female;True;False;False;False;0;Semiurban;5000;0.0;103.0;360.0;False
LP002777;Male;True;False;True;True;0;Rural;2785;2016.0;110.0;360.0;True
LP002785;Male;True;False;True;True;1;Urban;3333;3250.0;158.0;360.0;True
LP002788;Male;False;False;False;True;0;Urban;2454;2333.0;181.0;360.0;False
LP002789;Male;True;False;False;True;0;Rural;3593;4266.0;132.0;180.0;False
LP002792;Male;True;False;True;True;1;Semiurban;5468;1032.0;26.0;360.0;True
LP002794;Female;True;False;;False;0;Urban;2667;1625.0;84.0;360.0;True
LP002795;Male;True;True;True;True;3+;Semiurban;10139;0.0;260.0;360.0;True
LP002798;Male;True;False;True;True;0;Semiurban;3887;2669.0;162.0;360.0;True
LP002804;Female;True;False;True;True;0;Semiurban;4180;2306.0;182.0;360.0;True
LP002807;Male;False;False;True;True;2;Semiurban;3675;242.0;108.0;360.0;True
LP002813;Female;True;True;True;True;1;Semiurban;19484;0.0;600.0;360.0;True
LP002820;Male;True;False;True;True;0;Rural;5923;2054.0;211.0;360.0;True
LP002821;Male;False;True;True;False;0;Semiurban;5800;0.0;132.0;360.0;True
LP002832;Male;True;False;False;True;2;Urban;8799;0.0;258.0;360.0;False
LP002833;Male;False;False;;True;0;Rural;4467;0.0;120.0;360.0;True
LP002836;Male;True;False;True;False;0;Urban;3333;0.0;70.0;360.0;True
LP002837;Male;True;False;False;True;3+;Rural;3400;2500.0;123.0;360.0;False
LP002840;Female;True;False;True;False;0;Urban;2378;0.0;9.0;360.0;False
LP002841;Male;True;False;False;True;0;Urban;3166;2064.0;104.0;360.0;False
LP002842;Male;True;False;True;True;1;Urban;3417;1750.0;186.0;360.0;True
LP002847;Male;True;False;False;True;;Urban;5116;1451.0;165.0;360.0;False
LP002855;Male;True;False;True;True;2;Urban;16666;0.0;275.0;360.0;True
LP002862;Male;False;False;True;True;2;Semiurban;6125;1625.0;187.0;480.0;False
LP002863;Male;True;False;True;True;3+;Semiurban;6406;0.0;150.0;360.0;False
LP002868;Male;True;False;True;True;2;Urban;3159;461.0;108.0;84.0;True
LP002872;;True;False;False;True;0;Semiurban;3087;2210.0;136.0;360.0;False
LP002874;Male;True;False;True;False;0;Urban;3229;2739.0;110.0;360.0;True
LP002877;Male;True;False;True;True;1;Rural;1782;2232.0;107.0;360.0;True
LP002888;Male;True;;True;False;0;Urban;3182;2917.0;161.0;360.0;True
LP002892;Male;True;False;True;True;2;Semiurban;6540;0.0;205.0;360.0;True
LP002893;Male;True;False;True;False;0;Urban;1836;33837.0;90.0;360.0;False
LP002894;Female;True;False;True;True;0;Semiurban;3166;0.0;36.0;360.0;True
LP002898;Male;True;False;;True;1;Rural;1880;0.0;61.0;360.0;False
LP002911;Male;True;False;False;True;1;Rural;2787;1917.0;146.0;360.0;False
LP002912;Male;True;False;True;True;1;Rural;4283;3000.0;172.0;84.0;False
LP002916;Male;True;False;True;True;0;Urban;2297;1522.0;104.0;360.0;True
LP002917;Female;False;False;True;False;0;Semiurban;2165;0.0;70.0;360.0;True
LP002925;;True;False;True;False;0;Semiurban;4750;0.0;94.0;360.0;True
LP002926;Male;True;True;False;True;2;Semiurban;2726;0.0;106.0;360.0;False
LP002928;Male;True;False;True;True;0;Semiurban;3000;3416.0;56.0;180.0;True
LP002931;Male;True;True;True;True;2;Semiurban;6000;0.0;205.0;240.0;False
LP002933;;True;True;True;False;3+;Semiurban;9357;0.0;292.0;360.0;True
LP002936;Male;True;False;True;True;0;Rural;3859;3300.0;142.0;180.0;True
LP002938;Male;True;True;True;True;0;Urban;16120;0.0;260.0;360.0;True
LP002940;Male;False;False;True;False;0;Rural;3833;0.0;110.0;360.0;True
LP002941;Male;False;True;True;True;2;Rural;6383;1000.0;187.0;360.0;False
LP002943;Male;True;False;False;False;;Semiurban;2987;0.0;88.0;360.0;False
LP002945;Male;True;True;True;True;0;Rural;9963;0.0;180.0;360.0;True
LP002948;Male;True;False;True;True;2;Urban;5780;0.0;192.0;360.0;True
LP002949;Female;True;;;False;3+;Urban;416;41667.0;350.0;180.0;False
LP002950;Male;False;;True;True;0;Rural;2894;2792.0;155.0;360.0;True
LP002953;Male;True;False;True;True;3+;Urban;5703;0.0;128.0;360.0;True
LP002958;Male;True;False;True;False;0;Rural;3676;4301.0;172.0;360.0;True
LP002959;Female;True;False;True;True;1;Semiurban;12000;0.0;496.0;360.0;True
LP002961;Male;True;False;True;True;1;Semiurban;3400;2500.0;173.0;360.0;True
LP002964;Male;False;False;True;True;2;Rural;3987;1411.0;157.0;360.0;True
LP002974;Male;True;False;True;True;0;Rural;3232;1950.0;108.0;360.0;True
LP002978;Female;True;False;True;False;0;Rural;2900;0.0;71.0;360.0;True
LP002979;Male;True;False;True;True;3+;Rural;4106;0.0;40.0;180.0;True
LP002983;Male;True;False;True;True;1;Urban;8072;240.0;253.0;360.0;True
LP002984;Male;True;False;True;True;2;Urban;7583;0.0;187.0;360.0;True
LP002990;Female;True;True;False;False;0;Semiurban;4583;0.0;133.0;360.0;False
